"sites" "variable" "age" "mean" "lenghth" "se"
"2603" "TSOULACC" "Juniperus" 5250 68.42953375 8 4.52851111084653
"2604" "VOULK" "Juniperus" 5250 10.2658662514485 5 2.39993055036818
"2605" "ABBO" "Picea" 5250 1.88593987822975 6 1.88593987822975
"2606" "AKUV" "Picea" 5250 0 1 0
"2607" "ARKUT2" "Picea" 5250 5.60320637091123 6 3.5515103917196
"2608" "BACHALP" "Picea" 5250 718.739648655536 2 424.993042320694
"2609" "BRUN" "Picea" 5250 5.19207094894788 2 1.78142974840218
"2610" "HOLT" "Picea" 5250 3.43693970756 5 3.43693970756
"2611" "KLOT" "Picea" 5250 4.41011602597591 8 3.07774769446899
"2612" "MNIVA" "Picea" 5250 3125.34351342436 6 1255.47452766962
"2613" "PRASILSKE" "Picea" 5250 2138.7600722297 7 221.779905035856
"2614" "RIBNO" "Picea" 5250 5.9546435175673 4 5.9546435175673
"2615" "ROUGE" "Picea" 5250 1634.27648731448 10 372.246107289782
"2616" "SAEGIST" "Picea" 5250 1109.61160103478 6 80.293326912504
"2617" "SHABLA" "Picea" 5250 0 2 0
"2618" "SUMINKO" "Picea" 5250 66.8563842061048 5 18.6896054910267
"2619" "SUOVAL" "Picea" 5250 6.98202129516495 1 0
"2620" "TOSACJQS" "Picea" 5250 2.31085888888889 9 1.10841449342039
"2621" "TSOULACC" "Picea" 5250 8.061213375 8 2.72880058644012
"2622" "VOULK" "Picea" 5250 0.734429531773358 5 0.734429531773358
"2623" "ABBO" "Pinus" 5250 3945.00124532433 6 348.834147762587
"2624" "AKUV" "Pinus" 5250 1430.44047099869 1 0
"2625" "ARKUT2" "Pinus" 5250 92.9677049199977 6 19.7132028974005
"2626" "BACHALP" "Pinus" 5250 140.606394953284 2 30.246223016981
"2627" "BRUN" "Pinus" 5250 606.894347183296 2 0.199786513839513
"2628" "HOLT" "Pinus" 5250 2786.10427216324 5 234.791646654626
"2629" "KLOT" "Pinus" 5250 2634.46507271868 8 231.931011591136
"2630" "MNIVA" "Pinus" 5250 185.315493873715 6 128.547960188067
"2631" "PRASILSKE" "Pinus" 5250 342.246598575674 7 15.2046654227158
"2632" "RIBNO" "Pinus" 5250 1377.11048475337 4 139.988161591631
"2633" "ROUGE" "Pinus" 5250 1233.95304825733 10 155.747614317355
"2634" "SAEGIST" "Pinus" 5250 103.837810336801 6 14.326099366523
"2635" "SHABLA" "Pinus" 5250 49.9717685767059 2 7.05866683461745
"2636" "SUMINKO" "Pinus" 5250 9223.93582299636 5 1633.40275555756
"2637" "SUOVAL" "Pinus" 5250 1131.08744981672 1 0
"2638" "TOSACJQS" "Pinus" 5250 527.646011111111 9 44.700276789562
"2639" "TSOULACC" "Pinus" 5250 941.9150625 8 35.1004177190291
"2640" "VOULK" "Pinus" 5250 245.875561481423 5 21.8840496826961
"2641" "ABBO" "Poaceae" 5250 32.5759303581438 6 3.83456000095142
"2642" "AKUV" "Poaceae" 5250 8.72219799389446 1 0
"2643" "ARKUT2" "Poaceae" 5250 385.235936141759 6 82.8875952400458
"2644" "BACHALP" "Poaceae" 5250 228.734129674611 2 222.7393009739
"2645" "BRUN" "Poaceae" 5250 32.8577462939601 2 8.98325789014025
"2646" "HOLT" "Poaceae" 5250 23.4784468361145 5 3.92647373250542
"2647" "KLOT" "Poaceae" 5250 19.0950560591827 8 2.8718877380716
"2648" "MNIVA" "Poaceae" 5250 68.6096695389272 6 55.0800591276419
"2649" "PRASILSKE" "Poaceae" 5250 139.223963741455 7 24.1679519203828
"2650" "RIBNO" "Poaceae" 5250 160.418505518288 4 35.0857554614268
"2651" "ROUGE" "Poaceae" 5250 205.312375436591 10 33.7478985079943
"2652" "SAEGIST" "Poaceae" 5250 253.447608218507 6 35.0899096548202
"2653" "SHABLA" "Poaceae" 5250 613.965590167833 2 70.399634768046
"2654" "SUMINKO" "Poaceae" 5250 345.617511449638 5 111.297332347486
"2655" "SUOVAL" "Poaceae" 5250 13.9640425903299 1 0
"2656" "TOSACJQS" "Poaceae" 5250 6.68743311111111 9 1.25197393901496
"2657" "TSOULACC" "Poaceae" 5250 32.8571435 8 5.95155916491872
"2658" "VOULK" "Poaceae" 5250 446.947930924518 5 56.9411195444157
"2659" "ABBO" "Quercus" 5250 12.9530062045157 6 4.89252262287212
"2660" "AKUV" "Quercus" 5250 0 1 0
"2661" "ARKUT2" "Quercus" 5250 2680.23949677245 6 377.846900085844
"2662" "BACHALP" "Quercus" 5250 16.0275716040113 2 4.0379142025892
"2663" "BRUN" "Quercus" 5250 0 2 0
"2664" "HOLT" "Quercus" 5250 115.344340112776 5 12.1963139190296
"2665" "KLOT" "Quercus" 5250 61.2346196693561 8 10.5525410591725
"2666" "MNIVA" "Quercus" 5250 328.607507291124 6 199.046397935208
"2667" "PRASILSKE" "Quercus" 5250 386.100412210856 7 24.0333815494445
"2668" "RIBNO" "Quercus" 5250 232.241596879686 4 13.8799795731804
"2669" "ROUGE" "Quercus" 5250 1071.59130307567 10 150.071183688903
"2670" "SAEGIST" "Quercus" 5250 58.0241658935276 6 19.8915313282056
"2671" "SHABLA" "Quercus" 5250 668.736653423348 2 53.648861786747
"2672" "SUMINKO" "Quercus" 5250 6977.68425657365 5 1742.80857510122
"2673" "SUOVAL" "Quercus" 5250 0 1 0
"2674" "TOSACJQS" "Quercus" 5250 0.161955555555556 9 0.161955555555556
"2675" "TSOULACC" "Quercus" 5250 1.566372125 8 0.768978839397451
"2676" "VOULK" "Quercus" 5250 1701.15071898596 5 121.168562702114
"2677" "ABBO" "Tilia" 5250 2.52684483663896 6 1.67344956028191
"2678" "AKUV" "Tilia" 5250 0 1 0
"2679" "ARKUT2" "Tilia" 5250 54.2181608206602 6 17.5547552067604
"2680" "BACHALP" "Tilia" 5250 1.49870717517776 2 1.49870717517776
"2681" "BRUN" "Tilia" 5250 0 2 0
"2682" "HOLT" "Tilia" 5250 128.689906474773 5 13.5531009135873
"2683" "KLOT" "Tilia" 5250 131.314926534816 8 17.6420255279747
"2684" "MNIVA" "Tilia" 5250 60.3623226077124 6 30.709026262873
"2685" "PRASILSKE" "Tilia" 5250 60.1752881677403 7 10.4900644859061
"2686" "RIBNO" "Tilia" 5250 44.7043264678302 4 16.2399436819856
"2687" "ROUGE" "Tilia" 5250 893.269548229607 10 134.951682343345
"2688" "SAEGIST" "Tilia" 5250 11.7921352066515 6 3.32137239131496
"2689" "SHABLA" "Tilia" 5250 16.6572561922353 2 2.3528889448725
"2690" "SUMINKO" "Tilia" 5250 1023.7145112807 5 210.703601513433
"2691" "SUOVAL" "Tilia" 5250 0 1 0
"2692" "TOSACJQS" "Tilia" 5250 0.972824555555556 9 0.496164972300184
"2693" "TSOULACC" "Tilia" 5250 0.484961875 8 0.484961875
"2694" "VOULK" "Tilia" 5250 13.2772997886196 5 3.02085681451391
"2695" "ABBO" "total_concetration" 5750 7772.95621982393 5 644.290410016522
"2696" "AKUV" "total_concetration" 5750 2618.14973894975 2 279.428317659524
"2697" "ARKUT2" "total_concetration" 5750 6427.29994811003 5 284.964747498947
"2698" "BACHALP" "total_concetration" 5750 1902.49907708971 5 307.339799640831
"2699" "BRUN" "total_concetration" 5750 1063.71835339698 2 107.719619620464
"2700" "HOLT" "total_concetration" 5750 8486.13158791425 5 1006.82794660003
"2701" "KLOT" "total_concetration" 5750 6846.76598759953 6 404.845001100583
"2702" "MNIVA" "total_concetration" 5750 10315.569412281 8 2397.0052545869
"2703" "PRASILSKE" "total_concetration" 5750 6131.03133565261 6 220.908514430849
"2704" "RIBNO" "total_concetration" 5750 2530.84742631681 3 324.166830053683
"2705" "ROUGE" "total_concetration" 5750 14442.8819362437 11 1066.96268869847
"2706" "SAEGIST" "total_concetration" 5750 3070.16355710191 23 183.406909217491
"2707" "SHABLA" "total_concetration" 5750 2610.0022482461 3 1258.12286986361
"2708" "SUMINKO" "total_concetration" 5750 31643.7571529061 6 1987.26178187497
"2709" "SUOVAL" "total_concetration" 5750 1784.81597331893 2 2.50304814886385
"2710" "TOSACJQS" "total_concetration" 5750 680.335371425 8 50.9667822538703
"2711" "TSOULACC" "total_concetration" 5750 1507.014319 7 129.289425902271
"2712" "VOULK" "total_concetration" 5750 2171.90710009978 6 294.040231234346
"2713" "ARKUT2" "Abies" 5750 13.7332636797438 5 6.09805959196863
"2714" "BACHALP" "Abies" 5750 545.135278660438 5 91.9566363309996
"2715" "MNIVA" "Abies" 5750 125.659353519701 8 36.8942842099289
"2716" "PRASILSKE" "Abies" 5750 37.9633260724768 6 7.5130404385301
"2717" "RIBNO" "Abies" 5750 878.880955479255 3 167.730887501561
"2718" "SAEGIST" "Abies" 5750 819.404693007825 23 58.634315594192
"2719" "SHABLA" "Abies" 5750 16.9965267077176 3 5.45968239503088
"2720" "SUMINKO" "Abies" 5750 0 6 0
"2721" "TOSACJQS" "Abies" 5750 0 8 0
"2722" "TSOULACC" "Abies" 5750 0 7 0
"2723" "VOULK" "Abies" 5750 31.3797674877347 6 6.50807956435037
"2724" "ABBO" "Alnus" 5750 783.39442828096 5 131.443344245958
"2725" "AKUV" "Alnus" 5750 78.7253451069932 2 14.6507856195897
"2726" "ARKUT2" "Alnus" 5750 81.8959611773114 5 19.2428513791158
"2727" "BACHALP" "Alnus" 5750 152.36358090195 5 20.0311504932881
"2728" "BRUN" "Alnus" 5750 66.1439276115157 2 0.332805531884148
"2729" "HOLT" "Alnus" 5750 677.66005479333 5 81.662476773098
"2730" "KLOT" "Alnus" 5750 687.671451208136 6 85.2089037835593
"2731" "MNIVA" "Alnus" 5750 700.495059320817 8 160.585789378198
"2732" "PRASILSKE" "Alnus" 5750 609.708250291185 6 57.346782364144
"2733" "RIBNO" "Alnus" 5750 32.245521863836 3 9.04394488581785
"2734" "ROUGE" "Alnus" 5750 4669.02672954772 11 361.457416383092
"2735" "SAEGIST" "Alnus" 5750 362.595288716941 23 45.2840931998799
"2736" "SHABLA" "Alnus" 5750 252.347416519891 3 121.359704081517
"2737" "SUMINKO" "Alnus" 5750 4956.35895454658 6 198.455594137781
"2738" "SUOVAL" "Alnus" 5750 55.3922517584168 2 11.1745646835869
"2739" "TOSACJQS" "Alnus" 5750 5.207048625 8 0.987826970358892
"2740" "TSOULACC" "Alnus" 5750 26.8840675714286 7 9.30715481452937
"2741" "VOULK" "Alnus" 5750 11.3326550235988 6 4.23167256247232
"2742" "ABBO" "Betula" 5750 3445.11096092167 5 396.76906132649
"2743" "AKUV" "Betula" 5750 911.147094304051 2 142.252380455209
"2744" "ARKUT2" "Betula" 5750 37.8493979176164 5 6.94085737063601
"2745" "BACHALP" "Betula" 5750 19.3635880978601 5 5.54936225548189
"2746" "BRUN" "Betula" 5750 446.09690984595 2 40.905393543323
"2747" "HOLT" "Betula" 5750 3965.49675062101 5 643.043661314531
"2748" "KLOT" "Betula" 5750 3284.36225437987 6 292.615738330568
"2749" "MNIVA" "Betula" 5750 549.071919916577 8 148.780772349224
"2750" "PRASILSKE" "Betula" 5750 400.231556489795 6 53.9182255975913
"2751" "RIBNO" "Betula" 5750 66.3359644997549 3 22.4934388392277
"2752" "ROUGE" "Betula" 5750 3266.12635298907 11 274.045397208132
"2753" "SAEGIST" "Betula" 5750 78.0057999646135 23 7.90524223897553
"2754" "SHABLA" "Betula" 5750 23.1207020493281 3 16.4523863760465
"2755" "SUMINKO" "Betula" 5750 7985.04109148328 6 791.994252515369
"2756" "SUOVAL" "Betula" 5750 569.557228782676 2 66.1558682384585
"2757" "TOSACJQS" "Betula" 5750 125.29703375 8 13.4350345874042
"2758" "TSOULACC" "Betula" 5750 564.667728571429 7 87.4420513103548
"2759" "VOULK" "Betula" 5750 1.94732882336514 6 1.23662298929116
"2760" "ABBO" "Carpinus" 5750 0 5 0
"2761" "ARKUT2" "Carpinus" 5750 2177.47417356284 5 124.141032288462
"2762" "HOLT" "Carpinus" 5750 0 5 0
"2763" "KLOT" "Carpinus" 5750 0 6 0
"2764" "MNIVA" "Carpinus" 5750 18.684171711093 8 12.5169104821074
"2765" "PRASILSKE" "Carpinus" 5750 4.16058901557493 6 2.63548021187935
"2766" "RIBNO" "Carpinus" 5750 100.613223851878 3 31.2428040151134
"2767" "ROUGE" "Carpinus" 5750 1.69030011545443 11 1.69030011545443
"2768" "SHABLA" "Carpinus" 5750 1037.02869629927 3 555.711144358159
"2769" "SUMINKO" "Carpinus" 5750 18.0664468169382 6 11.4366369391829
"2770" "TOSACJQS" "Carpinus" 5750 0 8 0
"2771" "TSOULACC" "Carpinus" 5750 0 7 0
"2772" "VOULK" "Carpinus" 5750 189.214455664779 6 41.5460799196766
"2773" "ABBO" "Corylus" 5750 44.1206900199873 5 4.91715724916839
"2774" "AKUV" "Corylus" 5750 5.8277220076531 2 2.90971792244738
"2775" "ARKUT2" "Corylus" 5750 149.239015038862 5 35.4891154750828
"2776" "BACHALP" "Corylus" 5750 179.464641318768 5 25.0834930102149
"2777" "BRUN" "Corylus" 5750 1.64527805199079 2 1.64527805199079
"2778" "HOLT" "Corylus" 5750 276.610981364931 5 17.4303732029257
"2779" "KLOT" "Corylus" 5750 345.052562406751 6 68.0958165442763
"2780" "MNIVA" "Corylus" 5750 754.29476093817 8 234.37783919003
"2781" "PRASILSKE" "Corylus" 5750 1090.46169586215 6 52.3180465116034
"2782" "RIBNO" "Corylus" 5750 141.401390529268 3 20.5783750488131
"2783" "ROUGE" "Corylus" 5750 1630.00607792842 11 173.97919510922
"2784" "SAEGIST" "Corylus" 5750 304.768500107795 23 29.6116393593526
"2785" "SHABLA" "Corylus" 5750 338.706049375593 3 175.440803169928
"2786" "SUMINKO" "Corylus" 5750 3438.75723098748 6 181.691769016699
"2787" "SUOVAL" "Corylus" 5750 3.40136054421769 2 3.40136054421769
"2788" "TOSACJQS" "Corylus" 5750 0 8 0
"2789" "TSOULACC" "Corylus" 5750 3.85234257142857 7 0.960590499472661
"2790" "VOULK" "Corylus" 5750 22.703593791604 6 4.36569504878352
"2791" "ABBO" "Cyperaceae" 5750 34.1159304108248 5 12.7026091279591
"2792" "AKUV" "Cyperaceae" 5750 40.8189125418467 2 5.8691528214448
"2793" "ARKUT2" "Cyperaceae" 5750 31.9860979679936 5 16.8405860639527
"2794" "BACHALP" "Cyperaceae" 5750 64.4574379259242 5 10.4377057255626
"2795" "BRUN" "Cyperaceae" 5750 30.6352960734885 2 1.0202911376543
"2796" "HOLT" "Cyperaceae" 5750 37.1075592022579 5 9.12501617250097
"2797" "KLOT" "Cyperaceae" 5750 21.6002770306461 6 5.0488451648666
"2798" "MNIVA" "Cyperaceae" 5750 418.773623252654 8 200.778838854237
"2799" "PRASILSKE" "Cyperaceae" 5750 24.8333819083965 6 7.1605634734735
"2800" "RIBNO" "Cyperaceae" 5750 13.3037101278518 3 7.27734837296148
"2801" "ROUGE" "Cyperaceae" 5750 389.498217607903 11 62.9939454951515
"2802" "SAEGIST" "Cyperaceae" 5750 47.9590051945548 23 5.04826491455244
"2803" "SHABLA" "Cyperaceae" 5750 20.0318673177022 3 3.88214561608319
"2804" "SUMINKO" "Cyperaceae" 5750 177.178295827395 6 41.6464975437727
"2805" "SUOVAL" "Cyperaceae" 5750 21.8897843710624 2 1.91973943846135
"2806" "TOSACJQS" "Cyperaceae" 5750 12.77879775 8 3.13505718375377
"2807" "TSOULACC" "Cyperaceae" 5750 33.3679314285714 7 7.28220460547832
"2808" "VOULK" "Cyperaceae" 5750 42.9444875516185 6 3.05677381542796
"2809" "ABBO" "Fagus" 5750 0 5 0
"2810" "ARKUT2" "Fagus" 5750 541.909860649729 5 52.1135851540209
"2811" "BACHALP" "Fagus" 5750 51.2709629449534 5 12.7201733180629
"2812" "HOLT" "Fagus" 5750 0 5 0
"2813" "KLOT" "Fagus" 5750 0 6 0
"2814" "MNIVA" "Fagus" 5750 1391.70294393046 8 375.42143501286
"2815" "PRASILSKE" "Fagus" 5750 1447.00997578884 6 216.880518749051
"2816" "RIBNO" "Fagus" 5750 22.2666816237722 3 11.16047475853
"2817" "ROUGE" "Fagus" 5750 2.55909514078431 11 2.55909514078431
"2818" "SAEGIST" "Fagus" 5750 139.985841838769 23 20.1689940245607
"2819" "SHABLA" "Fagus" 5750 60.1490960747479 3 25.3021864443292
"2820" "SUMINKO" "Fagus" 5750 0 6 0
"2821" "TOSACJQS" "Fagus" 5750 0 8 0
"2822" "TSOULACC" "Fagus" 5750 0 7 0
"2823" "VOULK" "Fagus" 5750 5.0284496451683 6 2.45440492266989
"2824" "ABBO" "Fraxinus" 5750 10.9510940598394 5 6.2233799314941
"2825" "ARKUT2" "Fraxinus" 5750 256.272784644187 5 50.3823104812114
"2826" "BACHALP" "Fraxinus" 5750 18.0511731433498 5 7.16052117753212
"2827" "HOLT" "Fraxinus" 5750 36.8312857235448 5 8.99519011094033
"2828" "KLOT" "Fraxinus" 5750 15.372437594255 6 3.6838198346687
"2829" "MNIVA" "Fraxinus" 5750 49.7902044044275 8 22.7923036638815
"2830" "PRASILSKE" "Fraxinus" 5750 179.371296622726 6 40.5267699743107
"2831" "RIBNO" "Fraxinus" 5750 10.7485072879454 3 3.01464829527263
"2832" "ROUGE" "Fraxinus" 5750 433.759286031748 11 46.5273238448972
"2833" "SAEGIST" "Fraxinus" 5750 34.2012295567538 23 5.74429476022117
"2834" "SHABLA" "Fraxinus" 5750 16.9965267077176 3 5.45968239503088
"2835" "SUMINKO" "Fraxinus" 5750 735.620265736577 6 70.4924699894535
"2836" "TOSACJQS" "Fraxinus" 5750 0 8 0
"2837" "TSOULACC" "Fraxinus" 5750 0.568309285714286 7 0.568309285714286
"2838" "VOULK" "Fraxinus" 5750 43.9186603649541 6 11.0365122391647
"2839" "ABBO" "Juniperus" 5750 25.6872711534094 5 6.84695921346839
"2840" "ARKUT2" "Juniperus" 5750 0 5 0
"2841" "BACHALP" "Juniperus" 5750 2.85242283371134 5 1.75883664170295
"2842" "HOLT" "Juniperus" 5750 12.5962794128626 5 4.3515176396436
"2843" "KLOT" "Juniperus" 5750 5.25946992377694 6 1.38329309366973
"2844" "MNIVA" "Juniperus" 5750 11.099507947184 8 11.099507947184
"2845" "PRASILSKE" "Juniperus" 5750 2.22165387894288 6 2.22165387894288
"2846" "RIBNO" "Juniperus" 5750 49.7293616400278 3 19.3584497972258
"2847" "ROUGE" "Juniperus" 5750 9.78110589085515 11 4.13019193841833
"2848" "SAEGIST" "Juniperus" 5750 8.54436649822589 23 2.00115659085363
"2849" "SHABLA" "Juniperus" 5750 3.03534060998462 3 3.03534060998462
"2850" "SUMINKO" "Juniperus" 5750 0 6 0
"2851" "TOSACJQS" "Juniperus" 5750 6.676588625 8 2.91263214279373
"2852" "TSOULACC" "Juniperus" 5750 27.2531162857143 7 7.26948036479988
"2853" "VOULK" "Juniperus" 5750 8.83723646788367 6 2.9349897655257
"2854" "ABBO" "Picea" 5750 0 5 0
"2855" "AKUV" "Picea" 5750 0 2 0
"2856" "ARKUT2" "Picea" 5750 8.21826151041464 5 8.21826151041464
"2857" "BACHALP" "Picea" 5750 752.48692644694 5 151.6925692501
"2858" "BRUN" "Picea" 5750 4.87333546453872 2 1.70777674342443
"2859" "HOLT" "Picea" 5750 2.86855362985752 5 1.82335701332232
"2860" "KLOT" "Picea" 5750 0.890493558447987 6 0.890493558447987
"2861" "MNIVA" "Picea" 5750 5753.62347863276 8 1332.09252804995
"2862" "PRASILSKE" "Picea" 5750 1473.04700866826 6 183.162497084459
"2863" "RIBNO" "Picea" 5750 8.27466658400953 3 2.25361044491098
"2864" "ROUGE" "Picea" 5750 1443.29173863996 11 189.657132921295
"2865" "SAEGIST" "Picea" 5750 1015.09374237624 23 59.4174971649461
"2866" "SHABLA" "Picea" 5750 0 3 0
"2867" "SUMINKO" "Picea" 5750 60.9495376312203 6 24.6088782846949
"2868" "SUOVAL" "Picea" 5750 1.70068027210884 2 1.70068027210884
"2869" "TOSACJQS" "Picea" 5750 1.314796 8 0.438343625026971
"2870" "TSOULACC" "Picea" 5750 2.87485357142857 7 0.907305776026049
"2871" "VOULK" "Picea" 5750 0 6 0
"2872" "ABBO" "Pinus" 5750 3446.87445006934 5 168.238696797611
"2873" "AKUV" "Pinus" 5750 1620.99057548845 2 123.97586746457
"2874" "ARKUT2" "Pinus" 5750 72.9903781268235 5 21.1112871946497
"2875" "BACHALP" "Pinus" 5750 157.309224932352 5 33.8451280818618
"2876" "BRUN" "Pinus" 5750 543.376123062424 2 65.3767561741675
"2877" "HOLT" "Pinus" 5750 3264.12835122772 5 336.329672578729
"2878" "KLOT" "Pinus" 5750 2334.87534786709 6 166.01293674336
"2879" "MNIVA" "Pinus" 5750 400.797916790247 8 140.161527183795
"2880" "PRASILSKE" "Pinus" 5750 371.528561404705 6 39.1895406303748
"2881" "RIBNO" "Pinus" 5750 977.707618644064 3 78.2278302056824
"2882" "ROUGE" "Pinus" 5750 1173.36532001841 11 98.4638297847072
"2883" "SAEGIST" "Pinus" 5750 175.636854917751 23 26.1153360320642
"2884" "SHABLA" "Pinus" 5750 135.08456498038 3 69.9886489522614
"2885" "SUMINKO" "Pinus" 5750 8636.31010408217 6 676.165570980829
"2886" "SUOVAL" "Pinus" 5750 1154.76445196152 2 69.725343956855
"2887" "TOSACJQS" "Pinus" 5750 541.3767375 8 40.1914995268053
"2888" "TSOULACC" "Pinus" 5750 877.964942857143 7 53.9389455088801
"2889" "VOULK" "Pinus" 5750 270.74946143365 6 16.4180376669054
"2890" "ABBO" "Poaceae" 5750 25.6921785578934 5 7.13623646557873
"2891" "AKUV" "Poaceae" 5750 2.91247997670016 2 2.91247997670016
"2892" "ARKUT2" "Poaceae" 5750 599.773960635619 5 96.0124772975857
"2893" "BACHALP" "Poaceae" 5750 162.547083033443 5 32.1385338836841
"2894" "BRUN" "Poaceae" 5750 25.8244593003834 2 0.4999895314692
"2895" "HOLT" "Poaceae" 5750 31.6154815505005 5 4.23415689321405
"2896" "KLOT" "Poaceae" 5750 18.5311078493828 6 3.75437801318945
"2897" "MNIVA" "Poaceae" 5750 611.456296974291 8 241.214675143869
"2898" "PRASILSKE" "Poaceae" 5750 145.520198735311 6 17.3556428291853
"2899" "RIBNO" "Poaceae" 5750 154.030311747722 3 32.0539992534665
"2900" "ROUGE" "Poaceae" 5750 156.891967291779 11 14.9341369504394
"2901" "SAEGIST" "Poaceae" 5750 359.223945894638 23 38.0502580948629
"2902" "SHABLA" "Poaceae" 5750 799.501459630954 3 220.635528757577
"2903" "SUMINKO" "Poaceae" 5750 636.922790843911 6 79.3507574578048
"2904" "SUOVAL" "Poaceae" 5750 3.36485068315893 2 0.0365098610587551
"2905" "TOSACJQS" "Poaceae" 5750 1.729964375 8 0.590732802935199
"2906" "TSOULACC" "Poaceae" 5750 19.8991505714286 7 4.83317311399174
"2907" "VOULK" "Poaceae" 5750 482.16261248714 6 49.0177350247743
"2908" "ABBO" "Quercus" 5750 14.2365894942519 5 5.56834659773809
"2909" "AKUV" "Quercus" 5750 1.45900204260286 2 1.45900204260286
"2910" "ARKUT2" "Quercus" 5750 3008.21665940357 5 198.724257297541
"2911" "BACHALP" "Quercus" 5750 15.9747473933429 5 2.53858116544515
"2912" "BRUN" "Quercus" 5750 0 2 0
"2913" "HOLT" "Quercus" 5750 97.3490052224837 5 11.524823306802
"2914" "KLOT" "Quercus" 5750 40.5925899226681 6 5.8479620434481
"2915" "MNIVA" "Quercus" 5750 435.303894595836 8 111.059792590658
"2916" "PRASILSKE" "Quercus" 5750 389.047629155147 6 22.9480651593177
"2917" "RIBNO" "Quercus" 5750 164.787280189067 3 33.6739833441568
"2918" "ROUGE" "Quercus" 5750 637.412884245222 11 63.1391351378713
"2919" "SAEGIST" "Quercus" 5750 99.4075757048833 23 16.6599747363511
"2920" "SHABLA" "Quercus" 5750 692.100451165354 3 288.73559377528
"2921" "SUMINKO" "Quercus" 5750 4983.28685761836 6 407.559224185222
"2922" "SUOVAL" "Quercus" 5750 0 2 0
"2923" "TOSACJQS" "Quercus" 5750 0.1814525 8 0.1814525
"2924" "TSOULACC" "Quercus" 5750 2.94895828571429 7 1.59121149699635
"2925" "VOULK" "Quercus" 5750 1566.86696456597 6 223.514918633165
"2926" "ABBO" "Tilia" 5750 2.5807358244831 5 1.58142743029728
"2927" "AKUV" "Tilia" 5750 0 2 0
"2928" "ARKUT2" "Tilia" 5750 79.50019239893 5 28.3387793159459
"2929" "BACHALP" "Tilia" 5750 8.22653041604274 5 3.39705874895108
"2930" "BRUN" "Tilia" 5750 1.58277936055714 2 1.58277936055714
"2931" "HOLT" "Tilia" 5750 152.590325918518 5 18.5992619647622
"2932" "KLOT" "Tilia" 5750 132.689380738525 6 14.748275989181
"2933" "MNIVA" "Tilia" 5750 125.046200573699 8 41.2848190474902
"2934" "PRASILSKE" "Tilia" 5750 126.279792402809 6 17.031616076301
"2935" "RIBNO" "Tilia" 5750 77.8562541239319 3 20.4523480535566
"2936" "ROUGE" "Tilia" 5750 1175.86304569604 11 152.367112572747
"2937" "SAEGIST" "Tilia" 5750 32.5196644121085 23 5.37305340305765
"2938" "SHABLA" "Tilia" 5750 34.4368777561155 3 11.8962367256901
"2939" "SUMINKO" "Tilia" 5750 829.366664003508 6 42.7742619056185
"2940" "SUOVAL" "Tilia" 5750 0 2 0
"2941" "TOSACJQS" "Tilia" 5750 0.281714425 8 0.186780593171455
"2942" "TSOULACC" "Tilia" 5750 0 7 0
"2943" "VOULK" "Tilia" 5750 19.928526831077 6 5.18368038291035
"2944" "ABBO" "total_concetration" 6250 9241.85236114017 5 289.511726480363
"2945" "AKUV" "total_concetration" 6250 2596.49122807018 1 0
"2946" "ARKUT2" "total_concetration" 6250 6788.93860994388 5 853.393874160201
"2947" "BACHALP" "total_concetration" 6250 1623.54350872336 9 118.373110880525
"2948" "BRUN" "total_concetration" 6250 1373.8117141981 1 0
"2949" "HOLT" "total_concetration" 6250 8684.17413760826 4 673.113928154389
"2950" "KLOT" "total_concetration" 6250 7825.0307268552 4 473.494824967759
"2951" "PRASILSKE" "total_concetration" 6250 6883.91854370042 5 527.355402363233
"2952" "RIBNO" "total_concetration" 6250 2992.44052605217 3 239.980168519571
"2953" "ROUGE" "total_concetration" 6250 14546.724660541 12 747.101524318396
"2954" "SAEGIST" "total_concetration" 6250 2823.01983296451 5 301.639348934809
"2955" "SHABLA" "total_concetration" 6250 3205.96895450279 2 915.946593143223
"2956" "SUMINKO" "total_concetration" 6250 34074.9180266098 6 2000.22033675637
"2957" "SUOVAL" "total_concetration" 6250 1947.82588682183 2 146.583650796985
"2958" "TOSACJQS" "total_concetration" 6250 801.394446125 8 28.2697532216725
"2959" "TSOULACC" "total_concetration" 6250 1655.080795625 8 118.825392381757
"2960" "VOULK" "total_concetration" 6250 1368.61942200033 5 310.707264557514
"2961" "ARKUT2" "Abies" 6250 20.9832236076458 5 9.22901828606011
"2962" "BACHALP" "Abies" 6250 590.301693611416 9 23.6211682787002
"2963" "PRASILSKE" "Abies" 6250 55.1823621508361 5 15.5047523769754
"2964" "RIBNO" "Abies" 6250 905.013807361405 3 53.2075365437072
"2965" "SAEGIST" "Abies" 6250 919.818007021349 5 120.035712513673
"2966" "SHABLA" "Abies" 6250 0 2 0
"2967" "SUMINKO" "Abies" 6250 0 6 0
"2968" "TOSACJQS" "Abies" 6250 0 8 0
"2969" "TSOULACC" "Abies" 6250 0 8 0
"2970" "VOULK" "Abies" 6250 24.5656430619763 5 5.75627808511321
"2971" "ABBO" "Alnus" 6250 913.269407799648 5 91.5926698958521
"2972" "AKUV" "Alnus" 6250 58.4795321637427 1 0
"2973" "ARKUT2" "Alnus" 6250 141.836783394894 5 17.1074203350524
"2974" "BACHALP" "Alnus" 6250 150.138176909796 9 13.8890156653984
"2975" "BRUN" "Alnus" 6250 119.595216191352 1 0
